ALAMEDA DE VALORES,SICAV,S.A.;32541;ES0132541030
ALANJE INVERSIONES,SICAV,S.A.;32542;ES0132542038
ALAR 2.000,SICAV,S.A.;7601;ES0107601033
ALAVA INVERSIONES, SICAV, S.A.;7631;ES0107631030
ALAZAN INVERSIONES 2001,SICAV,S.A.;7632;ES0107632038
ALAZAN INVERSIONES,SICAV,S.A.;7633;ES0107633036
ALBATROS BOLSA,SICAV,S.A.;7666;ES0107666036
ALBERANA INVERSIONES, SICAV, S.A.;7671;ES0107671036
ALBERO CARTERA, SICAV, S.A.;61331;ES0161331030
ALBORAN ASSETS MANAGEMENT,SICAV,S.A.;7672;ES0107672034
ALBUS INVESTMENT,SICAV,S.A.;7677;ES0107677033
ALCAMA DE VALORES,SICAV,S.A.;7704;ES0107704035
ALCE VALORES,SICAV,S.A.;58819;ES0158819039
ALCESTIS INVESTMENT, SICAV, S.A.;8002;ES0108002033
ALCIDES INVERSIONES, SICAV,S.A.;7721;ES0107721039
ALCO INVERSIONES FINANCIERAS,SICAV,  S.A;7709;ES0107709034
ALCOFAM,SICAV,S.A.;76381;ES0176381038
ALCOR CARTES, SICAV, S.A.;7710;ES0107710032
ALDARA GESTION, SICAV,S.A.;7889;ES0107889034
ALDEBORAN 5000 INVERSIONES,SICAV,S.A.;7927;ES0107927032
ALDECON INVESTMENTS, SICAV,S.A.;7722;ES0107722037
ALDERETE DE INVERSIONES, SICAV,S.A.;7931;ES0107931034
ALDERSUN INVERSIONES, SICAV, S.A.;7711;ES0107711030
ALDEU,SICAV,S.A.;7723;ES0107723035
ALEA INVERSIONES,SICAV,S.A.;7951;ES0107951032
ALEDAÑOS DE INVERSION,SICAV,S.A.;7928;ES0107928030
ALEDO INVERSIONES, SICAV, S.A.;7724;ES0107724033
ALEFOMA, SICAV, S.A.;9359;ES0109359036
ALEGRANZA DE INVERSIONES,SICAV,S.A.;7929;ES0107929038
ALEKOS INVESTMENT,SICAV,S.A.;7932;ES0107932032
ALEYSA DE VALORES, SICAV, S.A.;40962;ES0140962038
ALFA CAPITAL, SICAV, S.A.;8012;ES0108012032
ALFA INVERSIONES BURSATILES, SICAV,  S.A;7986;ES0107986038
ALFA INVERSIONES, SICAV, S.A.;8013;ES0108013030
ALFA, S.A.B. DE C.V.;511;MXP000511016
ALFACARTERA, SICAV, S.A.;8016;ES0108016033
ALFAGON 1, SICAV;8020;ES0108020035
ALFAMAR INVERSIONES,SICAV,S.A.;7953;ES0107953038
ALFIVAL XXI INVERSIONES,SICAV,S.A.;8017;ES0108017031
ALGENID INVERSIONES,SICAV,S.A.;8015;ES0108015035
ALGIMON INVERSIONES, SICAV, S.A.;8041;ES0108041031
ALGORA-HOWEA,SICAV,S.A.;8161;ES0108161037
ALIA 2001,SICAV,S.A.;8201;ES0108201031
ALIALIA,SICAV,S.A.;8208;ES0108208036
ALIANTO INVESTMENT,SICAV,S.A.;8209;ES0108209034
ALIBUS INVERSIONES,SICAV,S.A.;8228;ES0108228034
ALICANTE CAPITAL, SICAV, S.A.;8238;ES0108238033
ALJABA DE INVERSIONES, SICAV, S.A.;8351;ES0108351034
ALKEH 2000, SICAV, S.A.;8236;ES0108236037
ALKENENCIA,SICAV,S.A.;8229;ES0108229032
ALMA INVESTMENT, SICAV, S.A.;8382;ES0108382039
ALMABAR 2001, SICAV,S.A.;8396;ES0108396039
ALMABENI FINANCIERA,SICAV,S.A.;8397;ES0108397037
ALMADIL INVERSIONES, SICAV, S.A.;8521;ES0108521032
ALMAGRO 2004 CAPITAL, SICAV, S.A.;8738;ES0108738032
AL-MANSUC INVERSIONES,SICAV,S.A.;7573;ES0107573034
ALMARO,S.A. SICAV;63021;ES0163021035
ALMAVIAL DE INVERSIONES,SICAV,S.A.;8826;ES0108826035
ALMED DE INVERSIONES, SICAV, S.A.;8824;ES0108824030
ALMENDORA INVERSIONES,SICAV,S.A.;8831;ES0108831035
ALMENSA INVER 21, SICAV, S.A.;8522;ES0108522030
ALMERIA 2005 INVERSIONES, SICAV, S.A.;8739;ES0108739030
ALMIGAR INVERSIONES,SICAV,S.A.;8523;ES0108523038
ALMORADIEL DE INVERSIONES, SICAV, S.A.;63022;ES0163022033
ALMU VALORES, SICAV,S.A.;8827;ES0108827033
ALMUDENA INVERSIONES,SICAV,S.A.;63023;ES0163023031
ALNAMA STOCK, SICAV, S.A.;63024;ES0163024039
ALOR CARTERA,SICAV,S.A.;8836;ES0108836034
ALPES 2000,SICAV,S.A.;8837;ES0108837032
ALQUITE INVERSIONES, SICAV, S.A.;63026;ES0163026034
ALRAYA DE INVERSIONES,SICAV,S.A.;8844;ES0108844038
ALTAIS INVEST SICAV, S.A.;8852;ES0108852031
ALTEMAR INVERSIONES 99,SICAV,S.A.;8853;ES0108853039
ALTOIS FINANCIERA,SICAV,S.A.;8941;ES0108941032
ALTOMORO INVERSIONES,SICAV,S.A.;8942;ES0108942030
ALTRES XXI, S.A., SICAV;8978;ES0108978034
ALTUR INVERSIONES,SICAV,S.A.;8979;ES0108979032
ALVAMAN INVERSIONES,SICAV,S.A.;9066;ES0109066037
ALVASIL DE INVERSIONES,SICAV,S.A.;9136;ES0109136038
ALLOCATION, SICAV, S.A.;8381;ES0108381031
AM68, SICAV, S.A.;9150;ES0109150039
AMA 899, SICAV,S.A.;9151;ES0109151037
AMADE VALORES, SICAV;9137;ES0109137036
AMAN INVERSIONES GLOBALES, SICAV, S.A.;84634;ES0184634030
AMANIEL INVERSIONES, SICAV, S.A.;9138;ES0109138034
AMARVI DE INVERSIONES,SICAV,S.A.;9152;ES0109152035
AMAZONIA INVERSIONES, SICAV, S.A.;9153;ES0109153033
AMER 2000, SICAV,S.A.;9198;ES0109198038
AMERICA MOVIL, S.A.B. DE C.V.;1691;MXP001691213
AMESAPA, SICAV, S.A.;9201;ES0109201030
AMIC BOLSA, SICAV, S.A.;9211;ES0109211039
AMICUS 2001,SICAV,S.A.;9212;ES0109212037
AMISTRA GLOBAL,SICAV,S.A.;49041;ES0149041032
AMOLAP INVERSIONES,SICAV,S.A.;9208;ES0109208035
AMOTESA INVERSIONES,SICAV,S.A.;9251;ES0109251035
AMPER, S.A.;9260;ES0109260531
AMPIL DE INVERSIONES,SICAV,S.A.;9261;ES0109261034
AMPURDA VALORES, SICAV, S.A.;9209;ES0109209033
ANALISIS Y GESTION DE CARTERAS,SICAV,S.A;9318;ES0109318032
ANARA INVERSIONES,SICAV, S.A.;65366;ES0165366032
ANATECO INVERSIONES, SICAV, S.A.;9253;ES0109253031
ANATOL INVERSIONES,SICAV,S.A.;9271;ES0109271033
ANAYEN FINANCE,SICAV,S.A.;9272;ES0109272031
ANBOMA FINANZAS E INVERSIONES,SICAV;9262;ES0109262032
ANCORA CONDAL, SICAV, S.A.;9283;ES0109283038
ANCHOR INVERSIONES,SICAV,S.A.;9263;ES0109263030
ANDABO INVERSIONES,SICAV,S.A.;9319;ES0109319030
ANDES INVESTMENTS,SICAV,S.A.;9296;ES0109296030
ANDROMEDA INVESTMENT,SICAV,S.A.;9335;ES0109335036
ANESGAR FREE, SICAV,S.A.;9331;ES0109331035
ANETO GLOBAL INVESTMENTS,SICAV,S.A.;9332;ES0109332033
ANGONZALSA,SICAV,S.A.;9329;ES0109329039
ANGULO VERDE, SICAV, S.A.;9297;ES0109297038
ANILLO INVERSIONES, SICAV, S.A.;9321;ES0109321036
ANMAPA INVERSIONES,SICAV,S.A.;9322;ES0109322034
ANPORA INVERSIONES, SICAV, S.A.;8022;ES0108022031
ANSAFER INVERSIONES, SICAV, S.A.;8023;ES0108023039
ANSOLA INVERSIONES, SICAV, S.A.;9291;ES0109291031
ANTA DIVERSIFICACION, SICAV, S.A.;9419;ES0109419038
ANTA GESTION PATRIMONIAL, SICAV, S.A.;9326;ES0109326035
ANTA INTERNAC. INVERS. MOB., SICAV, S.A.;9336;ES0109336034
ANTA TESORERIA,SICAV,S.A.;9337;ES0109337032
ANTALYA, SICAV, S.A.;9416;ES0109416034
ANTAT INVERSIONES 2000, SICAV, S.A.;9347;ES0109347031
ANTELI INVERSIONES,SICAV,S.A.;9421;ES0109421034
ANTENA 3 DE TELEVISION, S.A.;9427;ES0109427734
ANTER 99, SICAV, S.A.;9428;ES0109428039
ANTIgUA COMPAÑIA TASTAVINS,SICAV,S.A.;9455;ES0109455032
ANTIUM INVERSIONES, SICAV, S.A.;37733;ES0137733038
ANTLIA INVESTMENT, SICAV,S.A.;9461;ES0109461030
ANTOKA DE PATRIMONIOS, SICAV, S.A.;37734;ES0137734036
ANTONIBEL INVERSIONES, SICAV, S.A.;9462;ES0109462038
ANTOSERRA, SICAV, S.A.;9554;ES0109554032
ANTRESMA DE INVERSIONES,SICAV,S.A.;9621;ES0109621039
ANUBIS INVERSIONES, SICAV, S.A.;9561;ES0109561037
ANYERA INVERSIONES,SICAV,S.A.;9571;ES0109571036
ANZARES INVERSIONES, SICAV, S.A.;9622;ES0109622037
ANZOBRE DE INVERSIONES 2001,SICAV,S.A.;9582;ES0109582033
APLINSA INVERSIONES,SICAV,S.A.;9831;ES0109831034
APM 2001,SICAV,S.A.;9851;ES0109851032
APOLO 2007 INVERSIONES, SICAV, S.A.;9832;ES0109832032
APOUSA, SICAV, S.A.;9852;ES0109852030
APROIN 3000,SICAV,S.A.;9862;ES0109862039
APULA 2002,SICAV,S.A.;9844;ES0109844037
APUS INVESTMENT,SICAV,S.A.;9931;ES0109931032
AQUILA VALORES, SICAV, S.A.;9863;ES0109863037
AQUILES INVERSIONES, SICAV, S.A.;9871;ES0109871030
AQUINCUM,SICAV,S.A.;9864;ES0109864035
ARACRUZ CELULOSE, S.A.;CZACN;BRARCZACNPB3
ARACHA, SICAV;16416;ES0116416035
ARAGON CINCO VILLAS, SICAV,S.A.;9947;ES0109947038
ARAGON TERCER MILENIO,SICAV,S.A.;9950;ES0109950032
ARAGUI-EGALA, SICAV, S.A.;9865;ES0109865032
ARALAR DE INVERSIONES, SICAV, S.A.;9991;ES0109991036
ARALUZ INVERSIONES,SICAV,S.A.;9872;ES0109872038
ARANE CAPITAL, SICAV, S.A.;9846;ES0109846032
ARANGOI FINANCIERA, SICAV,S.A.;9944;ES0109944035
ARANJUEZ BOLSA, SICAV,S.A.;10051;ES0110051135
ARBACHU DE INVERSIONES,SICAV,S.A.;9921;ES0109921033
ARBARIN, SICAV, S.A.;10077;ES0110077031
ARBAT NUMERO 34, SICAV, S.A.;9932;ES0109932030
ARBI DE INVERSIONES, SICAV,S.A.;9951;ES0109951030
ARCABI 3000, SICAV, S.A.;10041;ES0110041037
ARCELORMITTAL, S.A.;40205;LU0323134006
ARCO GLOBAL,SICAV,S.A.;82121;ES0182121030
ARCO PATRIMONIO, SICAV,S.A.;84713;ES0184713032
ARDAUC,SICAV,S.A.;9952;ES0109952038
ARDEBLAU INVERSIONES,SICAV,S.A.;9953;ES0109953036
ARDIL FINANCIERA,SICAV,S.A.;9992;ES0109992034
ARDIZIA DE INVERSIONES, SICAV,S.A.;10074;ES0110074038
AREKA INVERSIONES,S.A.,SICAV;10121;ES0110121037
ARENAS Y VIÑEDOS, SICAV, S.A.;82122;ES0182122038
ARENBERG ASSET MANAGEMENT, SICAV, S.A.;10042;ES0110042035
ARETARIA, SICAV, S.A.;82123;ES0182123036
ARETE INVERSIONES,SICAV,S.A.;10043;ES0110043033
AREVALO DE INVERSIONES,SICAV,S.A.;9993;ES0109993032
ARGALAN INVERSIONES, SICAV S.A.;10151;ES0110151034
ARGICUIT, SICAV, S.A.;10189;ES0110189034
ARGIRION INVEST,SICAV,S.A.;10192;ES0110192038
ARGO NAVIS INVERSIONES, SICAV, S.A.;10190;ES0110190032
ARGOMANIZ INVERSIONES, SICAV, S.A.;10193;ES0110193036
ARGULLS FINANCIERA,SICAV,S.A.;10201;ES0110201037
ARIZCUN,SICAV, S.A.;10226;ES0110226034
ARJO SIETE,SICAV,S.A.;10214;ES0110214030
ARMALLAK DE INVERSIONES,SICAV,S.A.;10228;ES0110228030
ARMINZA DE INVERSIONES, SICAV, S.A.;10221;ES0110221035
ARNOYA CAPITAL, SICAV, S.A.;10222;ES0110222033
ARNUIZ INVERSIONES, SICAV, S.A.;10223;ES0110223031
AROAGA INVERSIONES,SICAV,S.A.;10231;ES0110231034
ARRAIZ CAPITAL 2001, SICAV, S.A.;10258;ES0110258037
ARRIBOLA INVESIONES,SICAV,S.A.;10471;ES0110471036
ARRILAU CARTERA 2005, SICAV, S.A.;10472;ES0110472034
ARROBA INVEST, SICAV, S.A.;10501;ES0110501030
ARROYO INVERSIONES, SICAV, S.A.;10502;ES0110502038
ARS VALORES, SICAV, S.A.;10509;ES0110509033
ARSA CARTERA, SICAV, S.A.;10512;ES0110512037
ARTABRO INVERSIONES, SICAV, S.A.;10513;ES0110513035
ARTAI 2000, SICAV, S.A.;10271;ES0110271030
ARTEMIA DE INVERSIONES, SICAV, S.A.;67792;ES0167792037
ARTICA XXI, SICAV, S.A.;10354;ES0110354034
ARTLUMO, SICAV, S.A.;10356;ES0110356138
ARUT 98 INVERSIONES, SICAV, S.A.;10381;ES0110381037
ARVILIBIA,SICAV,S.A.;10382;ES0110382035
ARZALEJOS,SICAV,S.A.;10045;ES0110045038
ASCENDO INVERSIONES, SICAV, S.A.;10544;ES0110544030
ASERFINANCE DE INVERSIONES,SICAV,S.A.;10625;ES0110625037
ASFABE DE INVERSIONES,SICAV,S.A.;10636;ES0110636034
ASTANES INVERSIONES, SICAV, S.A.;10901;ES0110901032
ASTIPALEA,SICAV,S.A.;10941;ES0110941038
ASTMER INVEST,SICAV,S.A.;10942;ES0110942036
ASTRANTIA,SICAV,S.A.;10928;ES0110928035
ASTURIANA DE VALORES,S.A. SICAV;99949;ES0111095032
ASUSO VALORES,SICAV,S.A.;11061;ES0111061034
ASVI INVERSIONES,SICAV,S.A.;11066;ES0111066033
ATARAZANAS COSTA DEL SOL, SICAV, S.A.;31253;ES0131253033
ATAVANTI XXI INVERSIONES, SICAV, S.A.;73461;ES0173461031
ATAZAR DE INVERSIONES, SICAV, S.A.;11108;ES0111108033
ATELANA INVESTMENT, SICAV,S.A.;11062;ES0111062032
ATIENZA DE INVERSIONES, SICAV, S.A.;11112;ES0111112035
ATILIOS,SICAV,S.A.;11050;ES0111050037
ATIV 2004,SICAV,S.A.;11051;ES0111051035
ATLAS VALORES, SICAV, S.A.;11191;ES0111191039
ATON INVERSIONES,SICAV,S.A.;11189;ES0111189033
AUCAS DE INVERSIONES, SICAV,S.A.;11213;ES0111213031
AUREO INVERSIONES, SICAV S.A.;11235;ES0111235034
AURIGA CAPITAL, SICAV, S.A.;11236;ES0111236032
AURIGA INVESTMENT, SICAV,S.A.;11237;ES0111237030
AURRECHE INVERSIONES,SICAV,S.A.;11286;ES0111286037
AUTEA GESTION, SICAV S.A.;11291;ES0111291037
AUTIN INVERSIONES,SICAV,S.A.;12269;ES0112269032
AVAL DE INVERSIONES,SICAV,S.A.;12281;ES0112281037
AVALLE AHORRO,SICAV,S.A.;12296;ES0112296035
AVANZIT, S.A.;72703;ES0172708317
AVEJA INVERSIONES,SICAV,S.A.;12341;ES0112341039
AVIA INVERSIONES, SICAV, S.A.;12346;ES0112346038
AVILUGAM,SICAV,S.A.;12374;ES0112374030
AVOLATIL,SICAV,S.A.;12366;ES0112366036
AVONDALE, SICAV, S.A.;12367;ES0112367034
AVORIAZ INVERSIONES, SICAV;12389;ES0112389038
AYCO GRUPO INMOBILIARIO,S.A.;52960;ES0152960011
AYEDO DE INVERSIONES,SICAV,S.A.;90302;ES0190302036
AYNASA, SICAV,S.A.;61001;ES0161001039
AYORA PARTICIPACIONES,SICAV,S.A.;90303;ES0190303034
AYUA INVERSIONES, SICAV, S.A.;90312;ES0190312035
AZAGRA INVERSIONES,SICAV,S.A.;90313;ES0190313033
AZAHAR ORANGE INVERSIONES, SICAV, S.A.;12395;ES0112395035
AZAREN INVERSIONES,SICAV,S.A.;90314;ES0190314031
AZILANA VALORES, SICAV, S.A.;12442;ES0112442035
AZKOYEN S.A.;12458;ES0112458312
AZORIN INVERSIONES SICAV, S.A.;12471;ES0112471034
AZSEVI INVERSIONES,SICAV,S.A.;12473;ES0112473030
AZVERCA DE INVERSIONES,SICAV,S.A.;84096;ES0184096032
B.I.GRAN PREMIERE,SICAV,S.A.;12685;ES0112685039
B.I.PREMIERE,SICAV,S.A.;55996;ES0155996038
B.S. INVERSIONES 97,SICAV, S.A.;17627;ES0117627036
B.S.A. FINANZAS, SICAV, S.A.;12742;ES0112742038
BABUTA INVEST, SICAV,S.A.;37766;ES0137766038
BACESA DE INVERSIONES,SICAV,S.A.;15274;ES0115274039
BACKGROUND INVERSIONES, SICAV, S.A.;17628;ES0117628034
BACOARA 21,SICAV,S.A.;37767;ES0137767036
BACHIMAÑA 2007 INVERSIONES, SICAV, S.A.;12687;ES0112687035
BAFOR INVERSIONES, SICAV, S.A.;17629;ES0117629032
BAGAL CARTERA,SICAV,S.A.;15275;ES0115275036
BAHAUS INVESTMENT,SICAV,S.A.;15276;ES0115276034
BAIMOBEL LINE, SICAV,S.A.;12816;ES0112816030
BAJOMIR DE INVERSIONES, SICAV, S.A.;12824;ES0112824034
BALAGUER 98 DE INVERSIONES, SICAV, S.A.;12841;ES0112841038
BALAITUS INVERSIONES,SICAV,S.A.;12827;ES0112827037
BALATON INVERSIONES, SICAV, S.A.;12812;ES0112812039
BALAYO INVERSIONES, SICAV, S.A.;48871;ES0148871033
BALDAIO DE INVERSIONES, SICAV, S.A.;12818;ES0112818036
BALEAR AHORRO,SICAV,S.A.;12828;ES0112828035
BALEARES TERCER MILENIO,SICAV,S.A.;12842;ES0112842036
BALEMA INVERSIONES, SICAV, S.A.;48872;ES0148872031
BALGAR INVEST, SICAV, S.A.;12843;ES0112843034
BALINCO DE INVERSIONES,SICAV,S.A.;12863;ES0112863032
BALONGA INVERSIONES, SICAV, S.A.;12939;ES0112939030
BALPAVER CAPITAL, SICAV, S.A.;12869;ES0112869039
BALLESTEROS FINANZAS,SICAV,S.A.;12938;ES0112938032
BALLYMORE, SICAV, S.A.;12866;ES0112866035
BAMBU 2001 DE INVERSIONES,SICAV,S.A.;12881;ES0112881034
BANCAJA GESTION, SICAV, S.A.;13042;ES0113042032
BANCO BILBAO VIZCAYA ARGENTARIA, S.A.;13211;ES0113211835
BANCO BRADESCO S.A.;DCACN;BRBBDCACNPR8
BANCO DE ANDALUCIA, S.A.;13140;ES0113140133
BANCO DE CASTILLA, S.A.;13243;ES0113243135
BANCO DE CREDITO BALEAR S.A.;13381;ES0113381133
BANCO DE CHILE;939W1;CLP0939W1081
BANCO DE GALICIA, S.A.;13515;ES0113515136
BANCO DE GRECIA;35700;
BANCO DE SABADELL, S.A.;13860;ES0113860A34
BANCO DE VALENCIA, S.A.;13980;ES0113980330
BANCO DE VASCONIA, S.A.;13997;ES0113997136
BANCO ESPAÑOL DE CREDITO,S.A.;13440;ES0113440038
BANCO GUIPUZCOANO, S.A.;13580;ES0113580C31
BANCO NACIONAL DE COMERCIO EXTERIOR;13525;
BANCO NACIONAL DE HUNGRIA(MAGYAR N.BANK);13711;
BANCO PASTOR, S.A.;13770;ES0113770434
BANCO POPULAR ESPAñOL, S.A.;13790;ES0113790531
BANCO SANTANDER RIO, S.A.;IO010;ARBRIO010194
BANCO SANTANDER, S.A.;13900;ES0113900J37
BANESTO BANCA PRIVADA GLOBAL,SICAV,S.A.;14012;ES0114012034
BANESTO BANCA PRIVADA INV. SICAV;14042;ES0114042031
BANIF ELITE CONSERVADORA, SICAV, S.A.;15181;ES0115181036
BANIF ELITE DINAMICA, SICAV, S.A.;15186;ES0115186035
BANIF ELITE EQUILIBRADA, SICAV, S.A.;17178;ES0117178030
BANIF ELITE MODERADA, SICAV, S.A.;38242;ES0138242039
BANKAL INVERSIONES 98, SICAV,S.A.;13964;ES0113964037
BANKINTER,S.A.;13679;ES0113679I37
BANSAPA, SICAV S.A.;24661;ES0124661036
BANYAN INVESTMENT,SICAV,S.A.;13952;ES0113952032
BAÑEZA DE INVERSIONES,SICAV,S.A.;13451;ES0113451035
BAPUSA INVERSIONES,SICAV,S.A.;13853;ES0113853032
BARASONA DE INVERSIONES,SICAV,S.A.;13968;ES0113968038
BARBATE DE INVERSIONES, SICAV, S.A.;14179;ES0114179031
BARCAPITAL, SICAV, S.A.;14171;ES0114171038
BARCELONA BLACK KNIGHTS 2002, SICAV,S.A.;80658;ES0180658033
BARCLAYS INVERSIONES, SICAV, S.A.;56024;ES0155909031
BARCLAYS PREMIER ACCIONES,SICAV,S.A.;14241;ES0114241039
BARCLAYS PREMIER DIVERSIFICADA,S.A.SICAV;14244;ES0114244033
BARGAS INVERSIONES FINANCIERAS,SICAV, S.;14231;ES0114231030
BARGELD, SICAV,S.A.;14219;ES0114219035
BARGUES BROS, SICAV, S.A.;37723;ES0137723039
BARIGUA, SICAV;14242;ES0114242037
BARLOVENTO DE INVERSIONES MOBILIARIAS;14220;ES0114220033
BARNAMOLINS, SICAV, S.A.;33757;ES0133757031
BARNEVAL INVERSIONES, SICAV;13189;ES0113189031
